,dist,temp,dTdP,pco20,gamma,popDeath,declineTime,peakPopList,carryCapList,anthroPopList,tempError,logGamma,logdTdP,logpco20,logpopDeath,logdeclineTime,logAnthroPop
1010,1.0705384615384617,298.7910256410256,0.0001642195123621673,92863.508,0.0022580182949798002,1.505868657,11907.962354734977,9.991362331,10.0,4428.662080476835,0.366974358974403,-2.646272543643741,-3.7845752418100225,4.967845085492834,0.17778709402426518,4.075837453018967,3.646272543643741
1011,1.0705384615384617,301.3551282051282,0.0001383884790656635,112364.845,0.0019028415871528731,1.015613859,16925.664925937966,9.993129903,10.0,5255.298216895974,0.7068717948718017,-2.7205973655169853,-3.858900063683267,5.050630457046096,0.006728618596089692,4.228545738981608,3.7205973655169853
1012,1.0705384615384617,303.91923076923075,0.00012070967451340375,132963.659,0.0016597580245593015,0.9202783404,20615.701438794822,9.994292403,10.0,6024.974636079977,0.7707692307692469,-2.779955222959156,-3.918257921125438,5.123732957866362,-0.03608079937456768,4.314198116038443,3.779955222959156
1013,1.0705384615384617,306.4833333333333,0.00010735860832126117,153224.788,0.001476180864417341,0.7350749383,25257.49697598362,9.994891907,10.0,6774.2376568111595,0.5126666666666893,-2.8308604286875854,-3.969163126853867,5.185329029139868,-0.13366838386658328,4.402390309664282,3.8308604286875854
1014,1.0705384615384617,309.0474358974359,9.469543212753279e-05,176882.872,0.0013020621917535758,0.6225121772,31052.16241821897,9.995514149,10.0,7680.124700136112,0.33356410256408253,-2.885368271612416,-4.023670969778697,5.247685781151537,-0.20585214874782512,4.4920918490729775,3.885368271612416
1015,1.0705384615384617,311.61153846153843,8.54137253385706e-05,204299.718,0.0011744387234053457,0.5134173733,38702.212125522536,9.996096897,10.0,8514.705621255815,0.20746153846158677,-2.9301696377038824,-4.0684723358701635,5.310267767165348,-0.2895294395199262,4.587735788958217,3.9301696377038824
1016,1.0705384615384617,314.175641025641,7.176772994260284e-05,241752.108,0.000986806286710789,0.4053731071,50495.198058712835,9.996808144000001,10.0,10133.701147498645,0.538358974358971,-3.0057680923854755,-4.144070790551757,5.383370269678624,-0.39214506626332885,4.703250079984787,4.005768092385475
1017,1.0705384615384617,316.73974358974357,6.299568179138785e-05,278590.524,0.0008661906246315829,0.3235280728,63795.364333021105,9.997326101,10.0,11544.802859362859,0.45025641025642926,-3.0623865212443713,-4.200689219410653,5.4449663402124955,-0.49008802926678846,4.804789122016884,4.062386521244371
1018,1.0705384615384617,319.30384615384617,5.53473600002666e-05,321605.222,0.0007610262000036657,0.2583928676,80641.09956646133,9.997769664,10.0,13140.152073544683,0.42315384615380935,-3.1186003914276528,-4.256903089593934,5.50732309190282,-0.5877194783112927,4.906556440882092,4.118600391427653
1019,1.0705384615384617,321.8679487179487,4.8323610604936775e-05,371454.032,0.0006644496458178806,0.1991463894,103799.86722524275,9.99819065,10.0,15050.049409975763,0.43305128205128085,-3.177537925740135,-4.315840623906416,5.569905076820795,-0.7008275631078847,5.016196797988535,4.177537925740134
1020,1.0705384615384617,324.43205128205125,4.228413268694776e-05,428056.551,0.0005814068244455316,0.1591014357,133259.34688260412,9.998566267,10.0,17199.660512304217,0.427948717948766,-3.235519874867548,-4.37382257303383,5.631501147903044,-0.7983259013479225,5.124697680416613,4.235519874867548
1021,1.0705384615384617,326.99615384615385,3.783106059591981e-05,482407.834,0.0005201770831938973,0.1442583732,152299.92192284795,9.998497235999999,10.0,19224.222525528818,0.030846153846141533,-3.28384878489998,-4.422151483066261,5.683414351858765,-0.8408589696521692,5.1826996806933305,4.2838487848999804
1022,1.0705384615384617,329.5602564102564,3.2326336246168335e-05,570742.068,0.0004444871233848146,0.1046920748,208429.14637632432,9.99889602,10.0,22497.839586103157,0.5527435897436135,-3.3521408158499484,-4.4904435140162295,5.756439884511344,-0.9800861932103616,5.318958449873742,4.352140815849948
1023,1.0705384615384617,332.124358974359,2.883970579799756e-05,643210.445,0.0003965459547224665,0.08397077248,259845.46128237806,9.999097661,10.0,25217.758196521696,0.20164102564103814,-3.4017064761246742,-4.540009174290955,5.808353088241999,-1.0758718515508876,5.414715135408511,4.401706476124675
1024,1.0705384615384617,334.6884615384615,2.5171351485017927e-05,742908.064,0.0003461060829189965,0.07272630907,307586.4598465739,9.999095189,10.0,28892.875605253157,0.31853846153848053,-3.4607907677820386,-4.59909346594832,5.870935072484777,-1.1383084527311513,5.487967213628272,4.460790767782038
1025,1.0705384615384617,337.25256410256407,2.2076522314453912e-05,856113.102,0.00030355218182374124,0.05353389141,404989.59362702153,9.999311658,10.0,32943.26510822623,0.42443589743595567,-3.517766641227514,-4.656069339393795,5.932531143567025,-1.2713711863482302,5.607443863983989,4.517766641227514
